Category,Clue,Answer,General Subject,Specific Subject,Correct,Value,Level,Date
Write Foot,"In Fulgentius' ""Mythologies"", the goddess Thetis douses this babe in the River Styx, ""his heel alone she did not dip""",Achilles,Classics,Greek Mythology,TRUE,800,4,01/04/2023
Write Foot,"Artist Christy Brown wrote in this autobiography that he was ""living in chains"" battling cerebral palsy",My Left Foot,Literature,Biographies,FALSE,1000,5,01/04/2023
Transportation,"Forward of the propeller on a submarine, these flat, hinged vertical plates are used to steer the vessel",Rudders,Technology,Maritime,TRUE,400,1,01/04/2023
Transportation,This company's 707 flew in commercial service from 1958 to the 2010s & the Air Force still flies planes based on its design,Boeing,Technology,Aviation,TRUE,800,2,01/04/2023
Transportation,"100 years ago in 1923, Warren Harding drove a spike to complete the railroad named for this state, today with majestic bridges",Alaska,Geography,Railroads,FALSE,1200,3,01/04/2023
Transportation,"Coach USA's bus service from O'Hare to Mitchell Airport in this city is 70 miles straight up I-94, but it's still called a shuttle",Milwaukee,Geography,Cities,FALSE,1600,4,01/04/2023
Transportation,"The 1912 Classic Six was the first production car to bear the name of this man born in Neuchatel Canton, Switzerland",Louis Chevrolet,Technology,Cars,FALSE,2000,5,01/04/2023
The National Past Time,"Before wacky wildlife made it famous, this archipelago belonging to Ecuador was largely a pirate hideout",Galapagos,Geography,Islands,TRUE,400,1,01/04/2023
The National Past Time,"This adjective precedes ""Free State"" in the name of a polity formed in the 1920s with Tim Healy as governor-general",Irish,History,European History,FALSE,800,2,01/04/2023
The National Past Time,"After World War I, Iraq was controlled by Great Britain as a mandate of this international organization",League of Nations,History,Middle Eastern History,TRUE,1200,3,01/04/2023
The National Past Time,"This country's first empire lasted from 1822 to 1823, with Agustin de Iturbide as emperor",Mexico,History,Latin American History,FALSE,1600,4,01/04/2023
The National Past Time,In April 1940 Norway's king & prime minister left Oslo & this leader of the Norwegian Nazis formed his own government,Quisling,History,WWII,FALSE,2000,5,01/04/2023
TV Theme Songs,"""It's like you're always stuck in second gear""",Friends,Television,Show Titles,FALSE,400,1,01/04/2023
TV Theme Songs,"""It's time to play the music, it's time to light the lights""",The Muppet Show,Television,Show Titles,FALSE,800,2,01/04/2023
TV Theme Songs,"""California here we come, right back where we started from""",The O.C.,Television,Show Titles,FALSE,1200,3,01/04/2023
TV Theme Songs,"""You woke up this morning, got yourself a gun""",The Sopranos,Television,Show Titles,FALSE,1600,4,01/04/2023
TV Theme Songs,"""Somebody said it could be here, we could be roped up, tied up, dead in a year""",Community,Television,Show Titles,TRUE,2000,5,01/04/2023
The Silent Type,"To remain silent is to ""keep"" this palindromic word",Mum,Linguistics,Idioms,FALSE,400,1,01/04/2023
The Silent Type,This name of a Disney dwarf means shy,Bashful,Literature,Seven Dwarves,FALSE,800,2,01/04/2023
The Silent Type,"The swans seen here are this 4-letter type; despite the designation, they can be heard",Mute,Science,Biology,FALSE,1200,3,01/04/2023
The Silent Type,This adjective describing one who uses a bare minimum of words derives from the region where ancient Sparta was,Iaconic,Linguistics,Vocabulary,FALSE,1600,4,01/04/2023
The Silent Type,"If you're specifically reluctant to speak, you might be this word that also begins with ""RE"" & ends with ""NT""",Reticent,Linguistics,Vocabulary,FALSE,2000,5,01/04/2023
Just a Little Nuclear Physics,In 1920 Arthur Eddington correctly predicted that the stars were powered by this then-unknown process,Nuclear Fusion,Science,Astronomy,TRUE,400,1,01/04/2023
Just a Little Nuclear Physics,This particle has a mass slightly greater than the proton but no electric charge,Neutron,Science,Chemistry,TRUE,800,2,01/04/2023
Just a Little Nuclear Physics,The hazardous ultra-high-energy rays known by this Greek letter are photons emitted by a decaying nucleus,Gamma Rays,Science,Chemistry,TRUE,1200,3,01/04/2023
Just a Little Nuclear Physics,He was knighted after his 1911 discovery of the nucleus; that's Sir Ernest to you,Rutherford,Science,Chemistry,FALSE,1600,4,01/04/2023
Just a Little Nuclear Physics,"Here's your quark menu! Which flavor would you like--up, down, top, bottom, charm or this?",Strange,Science,Physics,TRUE,2000,5,01/04/2023
Oh My Gods!,"This grain is part of the kanji that makes up the name of Inari, a Japanese god of that grain often portrayed as a bearded old man",Rice,Religion,Shinto,TRUE,400,1,01/04/2023
Oh My Gods!,"The Konark Sun Temple is a representation of one of these vehicles, driven by the Hindu god Surya",Chariot,Religion,Hinduism,TRUE,800,2,01/04/2023
Oh My Gods!,This group of early Greek gods includes Hyperion & Phoebe,The Titans,Classics,Greek Mythology,FALSE,1200,3,01/04/2023
Oh My Gods!,"A magnificent jade headunearthed in 1968 in Belize, is of Kinich Ahau, the sun god of these people",Mayans,Religion,Mayan,FALSE,1600,4,01/04/2023
Oh My Gods!,"In the Bible, Elijah led the struggle against worship of this Phoenician god that Ahab followed",Baal,Religion,Niviim,TRUE,2000,5,01/04/2023
Continental Geography,"Until a 1903 secession, this country's contiguous territory spanned 2 continents",Colombia,History,Latin American History,FALSE,0,6,01/04/2023
Fiction's Fictional Places,"Now a term for any dreamy society, this Thomas More land from a 1516 work was Communist & populated by pagans",Utopia,Literature,Book Titles,TRUE,200,1,01/03/2023
Fiction's Fictional Places,"In the illustration seen here, the title character is tied up on business in this land",Lilliput,Literature,Book Titles,FALSE,400,2,01/03/2023
Fiction's Fictional Places,"""The Hunger Games"" says this country ""rose up out of the ashes of a place that was once called North America""",Panem,Literature,Book Titles,TRUE,600,3,01/03/2023
Fiction's Fictional Places,This shipwrecked character ends up on the island of Despair in 1659,Robinson Crusoe,Literature,Book Titles,TRUE,800,4,01/03/2023
Fiction's Fictional Places,Macondo is a town that's originally isolated from the outside world in this 1967 Gabriel García Márquez classic,100 Years of Solitude,Literature,Book Titles,TRUE,1000,5,01/03/2023
American Art and Artists,"Here's this silversmith, a teapot in hand, in a portrait by John Singleton Copley",Paul Revere,Art,Artists,TRUE,200,1,01/03/2023
American Art and Artists,"In 1929 she painted ""The Lawrence Tree"", which she enjoyed gazing upon at D.H. Lawrence's New Mexico ranch",Georgia O' Keefe,Art,Artists,FALSE,400,2,01/03/2023
American Art and Artists,"One of Albert Pinkham Ryder's best known works is the macabre-toned painting ""The Race Track"", or this ""On a Pale Horse""",Death,Art,Paintings,FALSE,600,3,01/03/2023
American Art and Artists,"In the 1930s this Iowa native designed a mural called ""Breaking the Prairie Sod"" for Iowa State University",Grant Wood,Art,Paintings,FALSE,800,4,01/03/2023
American Art and Artists,"Roy Lichtenstein's comic book style paintings include ""Blam"" & this! of 2 planes in combat, a title reminiscent of a pop music duo",Whaam!,Art,Paintings,FALSE,1000,5,01/03/2023
"Orgs, for Short","In a 1978 hit ""It's fun to stay at"" this place",YMCA,Music,Pop,TRUE,200,1,01/03/2023
"Orgs, for Short",Fight intoxicated driving by calling 877-ASK-THIS,MADD,Politics,Organizations,TRUE,400,2,01/03/2023
"Orgs, for Short","A college conference, or an agency that protects investors",SEC,Politics,Organizations,TRUE,600,3,01/03/2023
"Orgs, for Short","It owns & operates Washington, D.C.'s Constitution Hall, opened in 1929",DAR,Politics,Organizations,FALSE,800,4,01/03/2023
"Orgs, for Short",President Biden did not like its autumn 2022 production cuts,OPEC,Politics,Organizations,FALSE,1000,5,01/03/2023
Romantic Movie Lines,"This classic film gave us the line ""Here's looking at you, kid""",Casablanca,Film,Movie Titles,FALSE,200,1,01/03/2023
Romantic Movie Lines,"In this film Renee Zellweger tells Tom Cruise, ""You had me at hello""",Jerry McGuire,Film,Movie Titles,FALSE,400,2,01/03/2023
Romantic Movie Lines,"In ""The Princess Bride"", Westley says this phrase to Buttercup over & over, which she finally realizes means ""I love you""",As You Wish,Film,Quotes,TRUE,600,3,01/03/2023
Romantic Movie Lines,"""I wish I knew how to quit you"" is a line from this 21st century film",Brokeback Mountain,Film,Movie Titles,FALSE,800,4,01/03/2023
Romantic Movie Lines,"In ""Moonstruck"", after Nicolas Cage says, ""I'm in love with you"", Cher slaps him twice & says these 4 words",Snap Out of It,Film,Quotes,FALSE,1000,5,01/03/2023
"Here's Looking At ""U""","Yellowcake, a compound of this element, is the raw stuff for commercial nuclear materials",Uranium,Science,Physics,TRUE,200,1,01/03/2023
"Here's Looking At ""U""","Type of instrument seen here, good for the homeowner who has limited space & budget",Upright Piano,Music,Instruments,TRUE,400,2,01/03/2023
"Here's Looking At ""U""",Collective term for the creatures seen here,Undead,General Knowledge,Monsters,TRUE,600,3,01/03/2023
"Here's Looking At ""U""",Here are ancestors of thistribe that let Salt Lake City college athletes use its name to build respect for its history & culture,Utes,Geography,People,FALSE,800,4,01/03/2023
"Here's Looking At ""U""","The first Italian king of this name formed the Triple Alliance with Austria, Hungary & Germany in the late 19th century",Umberto,History,European History,FALSE,1000,5,01/03/2023
Kid Cuisine,"The 16th, 2nd & 10th letters of the alphabet make up this favorite sandwich",PB&J,General Knowledge,Cooking,FALSE,200,1,01/03/2023
Kid Cuisine,"If your kids aren't from New England, they may enjoy this two-word dish made with a veggie, more than its clam or fish cousin",Corn Chowder,General Knowledge,Cooking,FALSE,400,2,01/03/2023
Kid Cuisine,"Being a favorite of Eleven on ""Stranger Things"" boosted sales of this Kellogg's non-cereal brand",Eggos,General Knowledge,Cooking,FALSE,600,3,01/03/2023
Kid Cuisine,"History professor Paul Josephson's definitive article on these breaded items is titled ""The Ocean's Hot Dog""",Fish Sticks,General Knowledge,Cooking,TRUE,800,4,01/03/2023
Kid Cuisine,San Diego's El Indio restaurant claims Ralph Pesqueira created these diminutive items by adapting flautas,Taquito,General Knowledge,Cooking,FALSE,1000,5,01/03/2023
"The Good, Old, U.S. of A.","From c. 1640 & built using dovetailing, the USA's oldest of these 2-word symbols of hardy pioneer life is in western New Jersey",Log Cabin,History,Colonial America,TRUE,400,1,01/03/2023
"The Good, Old, U.S. of A.","A mound-building culture 1,000 years ago left monuments like the Marching these carnivores; you can see it from abovein Iowa",Bears,Art,Architecture,FALSE,800,2,01/03/2023
"The Good, Old, U.S. of A.","This sizable city a bit south of Seattle has re-created Fort Nisqually, the first British outpost on Puget Sound",Tacoma,Geography,Cities,FALSE,1200,3,01/03/2023
"The Good, Old, U.S. of A.","As well as a building material, it's a structuremade of it; the Avila one is the oldest existing house in Los Angeles",Adobe,Art,Architecture,FALSE,1600,4,01/03/2023
"The Good, Old, U.S. of A.","Have an electrifying visit to this, ""New York's Birthplace Park"" at the southern tip of Manhattan",The Battery,Geography,Cities,FALSE,2000,5,01/03/2023
Science News,"It was the ""A"" in NASA's DART, which hit the bullseye on one in 2022--maybe saving us from",Asteroid,Science,Astronomy,TRUE,400,1,01/03/2023
Science News,"Following a bone marrow transplant, in 2019 a patient was declared free of this virus, for only the second time ever",AIDS,Science,Medicine,FALSE,800,2,01/03/2023
Science News,Gene-edited versions of the embryonic type of these cells have helped geckos regrow their tails more perfectly,Stem Cells,Science,Medicine,TRUE,1200,3,01/03/2023
Science News,"n 2019 the IAU announced the discovery of 20 new moons of this planet, putting it 3 ahead of Jupiter's total",Saturn,Science,Astronomy,TRUE,1600,4,01/03/2023
Science News,An Australian study found that forests of these trees that grow around swamps & coastlines expand & contract with a 19-year lunar cycle,Mangrove,Science,Environmental Science,TRUE,2000,5,01/03/2023
Pop Music-Pourri,"""Don't Get Above Your Raisin""' is a song from Flatt & Scruggs; it's also the name of an episode of this Ken Burns series",Country Music,Television,Show Titles,FALSE,400,1,01/03/2023
Pop Music-Pourri,"Her song ""You've Got A Friend"" came out the year after her pal James Taylor sang of ""lonely times when I could not find a friend""",Carole King,Music,Pop,FALSE,800,2,01/03/2023
Pop Music-Pourri,"Alejandro Fernández' 2009 release ""Dos Mundos"", meaning this, held not one, not 2, but 3 spots on the Billboard Latin Album charts",Two Worlds,Linguistics,Spanish,TRUE,1200,3,01/03/2023
Pop Music-Pourri,"To tweak an '80s lyric from this band, lovin' would be easy if your colors were those on Ghana's flag, red, gold & green",Culture Club,Music,Pop,FALSE,1600,4,01/03/2023
Pop Music-Pourri,"Watching his bride out on the floor at his wedding, polio survivor Doc Pomus got the idea for ""Save"" this ""For Me""",The Last Dance,Music,Pop,FALSE,2000,5,01/03/2023
L'Histoire de France,"Cheers to Henry IV, who became France's first king from this ruling house in 1589",Bourbon,History,European History,FALSE,400,1,01/03/2023
L'Histoire de France,"1804 to 1815 is known as the Empire Period; in the decorative arts it featured swans, a symbol of this empress",Josephine,History,European History,FALSE,800,2,01/03/2023
